date,num
2020-01-22,1
2020-01-23,1
2020-01-24,2
2020-01-25,2
2020-01-26,3
2020-01-27,4
2020-01-28,4
2020-01-29,4
2020-01-30,4
2020-01-31,11
2020-02-01,12
2020-02-02,15
2020-02-03,15
2020-02-04,16
2020-02-05,19
2020-02-06,23
2020-02-07,24
2020-02-08,24
2020-02-09,25
2020-02-10,27
2020-02-11,28
2020-02-12,28
2020-02-13,28
2020-02-14,28
2020-02-15,28
2020-02-16,29
2020-02-17,30
2020-02-18,31
2020-02-19,31
2020-02-20,104
2020-02-21,204
2020-02-22,433
2020-02-23,602
2020-02-24,833
2020-02-25,977
2020-02-26,1261
2020-02-27,1766
2020-02-28,2337
2020-02-29,3150
2020-03-01,3736
2020-03-02,4335
2020-03-03,5186
2020-03-04,5621
2020-03-05,6088
2020-03-06,6593
2020-03-07,7041
2020-03-08,7314
2020-03-09,7478
2020-03-10,7513
2020-03-11,7755
2020-03-12,7869
2020-03-13,7979
2020-03-14,8086
2020-03-15,8162
2020-03-16,8236
2020-03-17,8320
2020-03-18,8413
2020-03-19,8565
2020-03-20,8652
2020-03-21,8799
2020-03-22,8961
2020-03-23,8961
2020-03-24,9037
2020-03-25,9137
2020-03-26,9241
2020-03-27,9332
2020-03-28,9478
2020-03-29,9583
2020-03-30,9661
2020-03-31,9786
2020-04-01,9887
2020-04-02,9976
2020-04-03,10062
2020-04-04,10156
2020-04-05,10237
2020-04-06,10284
2020-04-07,10331
2020-04-08,10384
2020-04-09,10423
2020-04-10,10450
2020-04-11,10480
2020-04-12,10512
2020-04-13,10537
2020-04-14,10564
2020-04-15,10591
2020-04-16,10613
2020-04-17,10635
2020-04-18,10653
2020-04-19,10661
2020-04-20,10674
2020-04-21,10683
2020-04-22,10694
2020-04-23,10708
2020-04-24,10718
2020-04-25,10728
2020-04-26,10738
2020-04-27,10752
2020-04-28,10761
2020-04-29,10765
2020-04-30,10774
2020-05-01,10780
2020-05-02,10793
2020-05-03,10801
2020-05-04,10804
2020-05-05,10806
2020-05-06,10810
2020-05-07,10822
2020-05-08,10840
2020-05-09,10874
2020-05-10,10909
2020-05-11,10936
2020-05-12,10962
2020-05-13,10991
2020-05-14,11018
2020-05-15,11037
2020-05-16,11050
2020-05-17,11065
2020-05-18,11078
2020-05-19,11110
2020-05-20,11122
2020-05-21,11142
2020-05-22,11165
2020-05-23,11190
2020-05-24,11206
2020-05-25,11225
2020-05-26,11265
2020-05-27,11344
2020-05-28,11402
2020-05-29,11441
2020-05-30,11468
2020-05-31,11503
2020-06-01,11541
2020-06-02,11590
2020-06-03,11629
2020-06-04,11668
2020-06-05,11719
2020-06-06,11776
2020-06-07,11814
2020-06-08,11852
2020-06-09,11902
2020-06-10,11947
2020-06-11,12003
2020-06-12,12051
2020-06-13,12085
2020-06-14,12121
2020-06-15,12155
2020-06-16,12198
2020-06-17,12257
2020-06-18,12306
2020-06-19,12373
2020-06-20,12421
2020-06-21,12438
2020-06-22,12484
2020-06-23,12535
2020-06-24,12563
2020-06-25,12602
2020-06-26,12653
2020-06-27,12715
2020-06-28,12757
2020-06-29,12800
2020-06-30,12850
2020-07-01,12904
2020-07-02,12967
2020-07-03,13030
2020-07-04,13091
2020-07-05,13137
2020-07-06,13181
2020-07-07,13244
2020-07-08,13293
2020-07-09,13338
2020-07-10,13373
2020-07-11,13417
2020-07-12,13479
2020-07-13,13512
2020-07-14,13551
2020-07-15,13612
2020-07-16,13672
2020-07-17,13711
2020-07-18,13745
2020-07-19,13771
2020-07-20,13816
2020-07-21,13879
2020-07-22,13938
2020-07-23,13979
2020-07-24,14092
2020-07-25,14150
2020-07-26,14175
2020-07-27,14203
2020-07-28,14251
2020-07-29,14269
2020-07-30,14305
2020-07-31,14336
2020-08-01,14366
2020-08-02,14389
2020-08-03,14423
2020-08-04,14456
2020-08-05,14499
2020-08-06,14519
2020-08-07,14562
2020-08-08,14598
2020-08-09,14626
2020-08-10,14660
2020-08-11,14714
2020-08-12,14770
2020-08-13,14873
2020-08-14,15039
2020-08-15,15318
2020-08-16,15515
2020-08-17,15761
2020-08-18,16058
2020-08-19,16346
2020-08-20,16670
2020-08-21,17002
2020-08-22,17399
2020-08-23,17665
2020-08-24,17945
2020-08-25,18265
2020-08-26,18706
2020-08-27,19077
2020-08-28,19400
2020-08-29,19699
2020-08-30,19947
2020-08-31,20182
2020-09-01,20449
2020-09-02,20644
2020-09-03,20842
2020-09-04,21010
2020-09-05,21177
2020-09-06,21296
2020-09-07,21432
2020-09-08,21588
2020-09-09,21743
2020-09-10,21919
2020-09-11,22055
2020-09-12,22176
2020-09-13,22285
2020-09-14,22391
2020-09-15,22504
2020-09-16,22657
2020-09-17,22783
2020-09-18,22893
2020-09-19,22975
2020-09-20,23045
2020-09-21,23106
2020-09-22,23216
2020-09-23,23341
2020-09-24,23455
2020-09-25,23516
2020-09-26,23611
2020-09-27,23661
2020-09-28,23699
2020-09-29,23812
2020-09-30,23889
2020-10-01,23952
2020-10-02,24027
2020-10-03,24091
2020-10-04,24164
2020-10-05,24239
2020-10-06,24353
2020-10-07,24422
2020-10-08,24476
2020-10-09,24548
2020-10-10,24606
2020-10-11,24703
2020-10-12,24805
2020-10-13,24889
2020-10-14,24988
2020-10-15,25035
2020-10-16,25108
2020-10-17,25199
2020-10-18,25275
2020-10-19,25333
2020-10-20,25424
2020-10-21,25543
2020-10-22,25698
2020-10-23,25775
2020-10-24,25836
2020-10-25,25955
2020-10-26,26043
2020-10-27,26146
2020-10-28,26271
2020-10-29,26385
2020-10-30,26511
2020-10-31,26635
2020-11-01,26732
2020-11-02,26807
2020-11-03,26925
2020-11-04,27050
2020-11-05,27195
2020-11-06,27284
2020-11-07,27427
2020-11-08,27553
2020-11-09,27653
2020-11-10,27799
2020-11-11,27942
2020-11-12,28133
2020-11-13,28338
2020-11-14,28546
2020-11-15,28769
2020-11-16,28998
2020-11-17,29311
2020-11-18,29654
2020-11-19,30017
2020-11-20,30403
2020-11-21,30733
2020-11-22,31004
2020-11-23,31353
2020-11-24,31735
2020-11-25,32318
2020-11-26,32887
2020-11-27,33375
2020-11-28,33824
2020-11-29,34201
2020-11-30,34652
2020-12-01,35163
2020-12-02,35703
2020-12-03,36332
2020-12-04,36915
2020-12-05,37546
2020-12-06,38161
2020-12-07,38755
2020-12-08,39432
2020-12-09,40098
2020-12-10,40786
2020-12-11,41736
2020-12-12,42766
2020-12-13,43484
2020-12-14,44364
2020-12-15,45442
2020-12-16,46453
2020-12-17,47515
2020-12-18,48570
2020-12-19,49665
2020-12-20,50591
2020-12-21,51460
2020-12-22,52550
2020-12-23,53533
2020-12-24,54770
2020-12-25,55902
2020-12-26,56872
2020-12-27,57680
2020-12-28,58725
2020-12-29,59773
2020-12-30,60740
2020-12-31,61769
2021-01-01,62593
2021-01-02,63244
2021-01-03,64264
2021-01-04,64979
2021-01-05,65818
2021-01-06,66686
2021-01-07,67358
2021-01-08,67999
2021-01-09,68664
2021-01-10,69114
2021-01-11,69651
2021-01-12,70212
2021-01-13,70728
2021-01-14,71241
2021-01-15,71820
2021-01-16,72340
2021-01-17,72729
2021-01-18,73115
2021-01-19,73518
2021-01-20,73918
2021-01-21,74262
2021-01-22,74692
2021-01-23,75084
2021-01-24,75521
2021-01-25,75875
2021-01-26,76429
2021-01-27,76926
2021-01-28,77395
2021-01-29,77850
2021-01-30,78205
2021-01-31,78508
2021-02-01,78844
2021-02-02,79311
2021-02-03,79762
2021-02-04,80131
2021-02-05,80524
2021-02-06,80896
2021-02-07,81185
2021-02-08,81487
2021-02-09,81930
2021-02-10,82434
2021-02-11,82837
2021-02-12,83199
2021-02-13,83525
2021-02-14,83869
2021-02-15,84325
2021-02-16,84946
2021-02-17,85567
2021-02-18,86128
2021-02-19,86574
2021-02-20,86992
2021-02-21,87324
2021-02-22,87681
2021-02-23,88120
2021-02-24,88516
2021-02-25,88922
2021-02-26,89321
2021-02-27,89676
2021-02-28,90031
2021-03-01,90372
2021-03-02,90816
2021-03-03,91240
2021-03-04,91638
2021-03-05,92055
2021-03-06,92471
2021-03-07,92817
2021-03-08,93263
2021-03-09,93733
2021-03-10,94198
2021-03-11,94686
2021-03-12,95176
2021-03-13,95635
2021-03-14,96017
2021-03-15,96380
2021-03-16,96849
2021-03-17,97294
2021-03-18,97757
2021-03-19,98209
2021-03-20,98665
2021-03-21,99075
2021-03-22,99421
2021-03-23,99846
2021-03-24,100276
2021-03-25,100770
2021-03-26,101275
2021-03-27,101757
2021-03-28,102141
2021-03-29,102582
2021-03-30,103088
2021-03-31,103639
2021-04-01,104194
2021-04-02,104736
2021-04-03,105279
2021-04-04,105752
2021-04-05,106230
2021-04-06,106898
2021-04-07,107598
2021-04-08,108269
2021-04-09,108945
2021-04-10,109559
2021-04-11,110146
2021-04-12,110688
2021-04-13,111419
2021-04-14,112117
2021-04-15,112789
2021-04-16,113444
2021-04-17,114115
2021-04-18,114646
2021-04-19,115195
2021-04-20,115926
2021-04-21,116661
2021-04-22,117458
2021-04-23,118243
2021-04-24,118887
2021-04-25,119387
2021-04-26,119898
2021-04-27,120673
2021-04-28,121351
2021-04-29,122007
2021-04-30,122634
2021-05-01,123240
2021-05-02,123728
2021-05-03,124269
2021-05-04,124945
2021-05-05,125519
2021-05-06,126044
2021-05-07,126745
2021-05-08,127309
2021-05-09,127772
2021-05-10,128283
2021-05-11,128918
2021-05-12,129633
2021-05-13,130380
2021-05-14,131061
2021-05-15,131671
2021-05-16,132290
2021-05-17,132818
2021-05-18,133471
2021-05-19,134117
2021-05-20,134678
2021-05-21,135344
2021-05-22,135929
2021-05-23,136467
2021-05-24,136983
2021-05-25,137682
2021-05-26,138311
2021-05-27,138898
2021-05-28,139431
2021-05-29,139910
2021-05-30,140340
2021-05-31,140799
2021-06-01,141476
2021-06-02,142157
2021-06-03,142852
2021-06-04,143596
2021-06-05,144152
2021-06-06,144637
2021-06-07,145091
2021-06-08,145692
2021-06-09,146303
2021-06-10,146859
2021-06-11,147422
2021-06-12,147874
2021-06-13,148273
2021-06-14,148647
2021-06-15,149191
2021-06-16,149731
2021-06-17,150238
2021-06-18,150720
2021-06-19,151149
2021-06-20,151506
2021-06-21,151901
2021-06-22,152545
2021-06-23,153155
2021-06-24,153789
2021-06-25,154457
2021-06-26,155071
2021-06-27,155572
2021-06-28,156167
2021-06-29,156961
2021-06-30,157723
2021-07-01,158549
2021-07-02,159342
2021-07-03,160084
2021-07-04,160795
2021-07-05,161541
2021-07-06,162753
2021-07-07,164028
2021-07-08,165344
2021-07-09,166722
2021-07-10,168046
2021-07-11,169146
2021-07-12,170296
2021-07-13,171911
2021-07-14,173511
2021-07-15,175046
2021-07-16,176500
2021-07-17,177951
2021-07-18,179203
2021-07-19,180481
2021-07-20,182265
2021-07-21,184103
2021-07-22,185733
2021-07-23,187362
2021-07-24,188848
2021-07-25,190166
2021-07-26,191531
2021-07-27,193427
2021-07-28,195099
2021-07-29,196806
2021-07-30,198345
2021-07-31,199787
2021-08-01,201002
2021-08-02,202203
2021-08-03,203926
2021-08-04,205702
2021-08-05,207406
2021-08-06,209228
2021-08-07,210956
2021-08-08,212448
2021-08-09,213987
2021-08-10,216206
2021-08-11,218192
2021-08-12,220182
2021-08-13,222111
2021-08-14,223928
2021-08-15,225481
2021-08-16,226854
2021-08-17,228657
2021-08-18,230808
2021-08-19,232859
2021-08-20,234739
2021-08-21,236366
2021-08-22,237782
2021-08-23,239287
2021-08-24,241439
2021-08-25,243317
2021-08-26,245158
2021-08-27,246951
2021-08-28,248568
2021-08-29,250051
2021-08-30,251421
2021-08-31,253445
2021-09-01,255401
2021-09-02,257110
2021-09-03,258913
2021-09-04,260404
2021-09-05,261778
2021-09-06,263374
2021-09-07,265423
2021-09-08,267470
2021-09-09,269362
2021-09-10,271227
2021-09-11,272982
2021-09-12,274415
2021-09-13,275910
2021-09-14,277989
2021-09-15,279930
2021-09-16,281938
2021-09-17,284022
2021-09-18,285931
2021-09-19,287536
2021-09-20,289263
2021-09-21,290983
2021-09-22,292699
2021-09-23,295132
2021-09-24,298402
2021-09-25,301172
2021-09-26,303553
2021-09-27,305842
2021-09-28,308725
2021-09-29,311289
2021-09-30,313773
2021-10-01,316020
2021-10-02,318105
2021-10-03,319777
2021-10-04,321352
2021-10-05,323379
2021-10-06,325804
2021-10-07,327976
2021-10-08,329925
2021-10-09,331519
2021-10-10,332816
2021-10-11,334163
2021-10-12,335742
2021-10-13,337679
2021-10-14,339361
2021-10-15,340978
2021-10-16,342396
2021-10-17,343445
2021-10-18,344518
2021-10-19,346088
2021-10-20,347529
2021-10-21,348969
2021-10-22,350476
2021-10-23,351899
2021-10-24,353089
2021-10-25,354355
2021-10-26,356305
2021-10-27,358412
2021-10-28,360536
2021-10-29,362639
2021-10-30,364700
2021-10-31,366386
2021-11-01,367974
2021-11-02,370640
2021-11-03,373120
2021-11-04,375464
2021-11-05,377712
2021-11-06,379935
2021-11-07,381694
2021-11-08,383407
2021-11-09,385831
2021-11-10,388351
2021-11-11,390719
2021-11-12,393042
2021-11-13,395460
2021-11-14,397466
2021-11-15,399591
2021-11-16,402775
2021-11-17,406065
2021-11-18,409099
2021-11-19,412311
2021-11-20,415425
2021-11-21,418252
2021-11-22,420950
2021-11-23,425065
2021-11-24,429002
2021-11-25,432901
2021-11-26,436968
2021-11-27,440896
2021-11-28,444200
2021-11-29,447230
2021-11-30,452350
2021-12-01,457612
2021-12-02,462555
2021-12-03,467907
2021-12-04,473034
2021-12-05,477358
2021-12-06,482310
2021-12-07,489484
2021-12-08,496584
2021-12-09,503606
2021-12-10,510583
2021-12-11,517271
2021-12-12,523088
2021-12-13,528652
2021-12-14,536495
2021-12-15,544117
2021-12-16,551551
2021-12-17,558864
2021-12-18,565098
2021-12-19,570414
2021-12-20,575615
2021-12-21,583065
2021-12-22,589978
2021-12-23,596209
2021-12-24,602045
2021-12-25,607463
2021-12-26,611670
2021-12-27,615532
2021-12-28,620938
2021-12-29,625967
2021-12-30,630838
2021-12-31,635253
2022-01-01,639083
2022-01-02,642207
2022-01-03,645226
2022-01-04,649669
2022-01-05,653792
2022-01-06,657508
2022-01-07,661015
2022-01-08,664391
2022-01-09,667390
2022-01-10,670483
2022-01-11,674868
2022-01-12,679030
2022-01-13,683566
2022-01-14,687984
2022-01-15,692174
2022-01-16,696032
2022-01-17,700102
2022-01-18,705902
2022-01-19,712503
2022-01-20,719269
2022-01-21,726274
2022-01-22,733902
2022-01-23,741413
2022-01-24,749979
2022-01-25,762983
2022-01-26,777497
2022-01-27,793582
2022-01-28,811122
2022-01-29,828637
2022-01-30,845709
2022-01-31,864042
2022-02-01,884310
2022-02-02,907214
2022-02-03,934656
2022-02-04,971018
2022-02-05,1009688
2022-02-06,1044963
2022-02-07,1081681
2022-02-08,1131239
2022-02-09,1185361
2022-02-10,1239287
2022-02-11,1294205
2022-02-12,1350630
2022-02-13,1405246
2022-02-14,1462421
2022-02-15,1552851
2022-02-16,1645978
2022-02-17,1755806
2022-02-18,1858009
2022-02-19,1962837
2022-02-20,2058184
2022-02-21,2157734
2022-02-22,2329182
2022-02-23,2499188
2022-02-24,2665077
2022-02-25,2831283
2022-02-26,2994841
2022-02-27,3134456
2022-02-28,3273449
2022-03-01,3492686
2022-03-02,3691488
2022-03-03,3958326
2022-03-04,4212652
2022-03-05,4456264
2022-03-06,4666977
2022-03-07,4869691
2022-03-08,5212118
2022-03-09,5539650
2022-03-10,5822626
2022-03-11,6206277
2022-03-12,6556453
2022-03-13,6866222
2022-03-14,7228550
2022-03-15,7629275
2022-03-16,8250592
2022-03-17,8657609
2022-03-18,9038938
2022-03-19,9373646
2022-03-20,9582815
2022-03-21,9936540
2022-03-22,10427247
2022-03-23,10822836
2022-03-24,11162232
2022-03-25,11497711
2022-03-26,11815841
2022-03-27,12003054
2022-03-28,12350428
2022-03-29,12774956
2022-03-30,13095631
2022-03-31,13375818
2022-04-01,13639915
2022-04-02,13874216
2022-04-03,14001406
2022-04-04,14267401
2022-04-05,14553644
2022-04-06,14778405
2022-04-07,14983694
2022-04-08,15169189
2022-04-09,15333670
2022-04-10,15424598
2022-04-11,15635274
2022-04-12,15830644
2022-04-13,15979061
2022-04-14,16104869
2022-04-15,16212751
2022-04-16,16305752
2022-04-17,16353495
2022-04-18,16471940
2022-04-19,16583220
2022-04-20,16674045
2022-04-21,16755055
2022-04-22,16830469
2022-04-23,16895194
2022-04-24,16929564
2022-04-25,17009865
2022-04-26,17086626
2022-04-27,17086626
2022-04-28,17194616
2022-04-29,17237878
2022-04-30,17275649
2022-05-01,17295733
2022-05-02,17346753
2022-05-03,17395791
2022-05-04,17438068
2022-05-05,17464782
2022-05-06,17504334
2022-05-07,17544398
2022-05-08,17564999
2022-05-09,17614895
2022-05-10,17658794
2022-05-11,17694677
2022-05-12,17727086
2022-05-13,17756627
2022-05-14,17782061
2022-05-15,17795357
2022-05-16,17830429
2022-05-17,17861744
2022-05-18,17889849
2022-05-19,17914957
2022-05-20,17938399
2022-05-21,17957697
2022-05-22,17967672
2022-05-23,17993985
2022-05-24,18017923
2022-05-25,18036720
2022-05-26,18053287
2022-05-27,18067669
2022-05-28,18080323
2022-05-29,18086462
2022-05-30,18103638
2022-05-31,18119415
2022-06-01,18129313
2022-06-02,18141835
2022-06-03,18153851
2022-06-04,18163686
2022-06-05,18168708
2022-06-06,18174880
2022-06-07,18188200
2022-06-08,18200346
2022-06-09,18209650
2022-06-10,18218078
2022-06-11,18225460
2022-06-12,18229288
2022-06-13,18239056
2022-06-14,18248479
2022-06-15,18256457
2022-06-16,18263643
2022-06-17,18270481
2022-06-18,18276552
2022-06-19,18280090
2022-06-20,18289373
2022-06-21,18298341
2022-06-22,18305783
2022-06-23,18312993
2022-06-24,18319773
2022-06-25,18326019
2022-06-26,18329448
2022-06-27,18339319
2022-06-28,18349756
2022-06-29,18359341
2022-06-30,18368857
2022-07-01,18379552
2022-07-02,18389611
2022-07-03,18395864
2022-07-04,18413997
2022-07-05,18433359
2022-07-06,18451862
2022-07-07,18471172
2022-07-08,18491435
2022-07-09,18511845
2022-07-10,18524538
2022-07-11,18561861
2022-07-12,18602109
2022-07-13,18641278
2022-07-14,18680142
2022-07-15,18721415
2022-07-16,18761757
2022-07-17,18788056
2022-07-18,18861593
2022-07-19,18937971
2022-07-20,19009080
2022-07-21,19077659
2022-07-22,19146180
2022-07-23,19211613
2022-07-24,19247496
2022-07-25,19346764
2022-07-26,19446946
2022-07-27,19535242
2022-07-28,19620517
2022-07-29,19702461
2022-07-30,19776050
2022-07-31,19820739
2022-08-01,19932439
2022-08-02,20052305
2022-08-03,20160154
2022-08-04,20273011
2022-08-05,20383621
2022-08-06,20489128
2022-08-07,20544420
2022-08-08,20694239
2022-08-09,20845973
2022-08-10,20983169
2022-08-11,21111840
2022-08-12,21236355
2022-08-13,21355958
2022-08-14,21418036
2022-08-15,21502164
2022-08-16,21682816
2022-08-17,21861296
2022-08-18,22000037
2022-08-19,22129387
2022-08-20,22240331
2022-08-21,22299377
2022-08-22,22449475
2022-08-23,22588640
2022-08-24,22701921
2022-08-25,22802985
2022-08-26,22898523
2022-08-27,22983818
2022-08-28,23026960
2022-08-29,23142479
2022-08-30,23246398
2022-08-31,23327897
2022-09-01,23417425
2022-09-02,23497048
2022-09-03,23569192
2022-09-04,23606740
2022-09-05,23706477
2022-09-06,23791961
2022-09-07,23864560
2022-09-08,23933949
2022-09-09,23976673
2022-09-10,24004887
2022-09-11,24041825
2022-09-12,24099134
2022-09-13,24099134
2022-09-14,24264470
2022-09-15,24316302
2022-09-16,24359702
2022-09-17,24394466
2022-09-18,24413873
2022-09-19,24461737
2022-09-20,24502968
2022-09-21,24535940
2022-09-22,24565021
2022-09-23,24594336
2022-09-24,24620128
2022-09-25,24634296
2022-09-26,24673663
2022-09-27,24709789
2022-09-28,24740635
2022-09-29,24769101
2022-09-30,24796014
2022-10-01,24819611
2022-10-02,24831761
2022-10-03,24848184
2022-10-04,24882894
2022-10-05,24911497
2022-10-06,24933756
2022-10-07,24953135
2022-10-08,24970789
2022-10-09,24979770
2022-10-10,24995246
2022-10-11,25025749
2022-10-12,25052677
2022-10-13,25076239
2022-10-14,25098996
2022-10-15,25120465
2022-10-16,25131505
2022-10-17,25164695
2022-10-18,25194177
2022-10-19,25219546
2022-10-20,25244255
2022-10-21,25271078
2022-10-22,25297334
2022-10-23,25311636
2022-10-24,25355350
2022-10-25,25396155
2022-10-26,25431105
2022-10-27,25466992
2022-10-28,25504288
2022-10-29,25538799
2022-10-30,25557309
2022-10-31,25615667
2022-11-01,25670407
2022-11-02,25717277
2022-11-03,25760701
2022-11-04,25801564
2022-11-05,25838239
2022-11-06,25856910
2022-11-07,25919183
2022-11-08,25981655
2022-11-09,26037020
2022-11-10,26091539
2022-11-11,26145764
2022-11-12,26194229
2022-11-13,26217994
2022-11-14,26290877
2022-11-15,26357464
2022-11-16,26412901
2022-11-17,26462319
2022-11-18,26512754
2022-11-19,26558765
2022-11-20,26581856
2022-11-21,26654729
2022-11-22,26725053
2022-11-23,26784142
2022-11-24,26837840
2022-11-25,26890488
2022-11-26,26937516
2022-11-27,26959843
2022-11-28,27031319
2022-11-29,27098734
2022-11-30,27155813
2022-12-01,27208800
2022-12-02,27261526
2022-12-03,27308090
2022-12-04,27331250
2022-12-05,27408854
2022-12-06,27483568
2022-12-07,27548821
2022-12-08,27611555
2022-12-09,27674163
2022-12-10,27728482
2022-12-11,27754149
2022-12-12,27841001
2022-12-13,27925572
2022-12-14,27995726
2022-12-15,28062679
2022-12-16,28129431
2022-12-17,28188293
2022-12-18,28214915
2022-12-19,28302474
2022-12-20,28390646
2022-12-21,28466390
2022-12-22,28534558
2022-12-23,28600607
2022-12-24,28659055
2022-12-25,28684600
2022-12-26,28772196
2022-12-27,28859713
2022-12-28,28931140
2022-12-29,28996347
2022-12-30,29059273
2022-12-31,29116800
2023-01-01,29139535
2023-01-02,29220591
2023-01-03,29299166
2023-01-04,29363272
2023-01-05,29420226
2023-01-06,29473834
2023-01-07,29520600
2023-01-08,29539706
2023-01-09,29599747
2023-01-10,29654090
2023-01-11,29698043
2023-01-12,29737769
2023-01-13,29774321
2023-01-14,29806891
2023-01-15,29821035
2023-01-16,29861234
2023-01-17,29898142
2023-01-18,29927958
2023-01-19,29955366
2023-01-20,29982905
2023-01-21,29999529
2023-01-22,30008756
2023-01-23,30021018
2023-01-24,30040556
2023-01-25,30075652
2023-01-26,30107363
2023-01-27,30130730
2023-01-28,30149601
2023-01-29,30157017
2023-01-30,30176646
2023-01-31,30197066
2023-02-01,30213928
2023-02-02,30228889
2023-02-03,30243393
2023-02-04,30257411
2023-02-05,30263261
2023-02-06,30279381
2023-02-07,30297315
2023-02-08,30311979
2023-02-09,30325483
2023-02-10,30325483
2023-02-11,30350199
2023-02-12,30355373
2023-02-13,30369744
2023-02-14,30384701
2023-02-15,30397220
2023-02-16,30408656
2023-02-17,30419297
2023-02-18,30429571
2023-02-19,30433895
2023-02-20,30445775
2023-02-21,30458857
2023-02-22,30469702
2023-02-23,30479753
2023-02-24,30489666
2023-02-25,30489666
2023-02-26,30502904
2023-02-27,30513721
2023-02-28,30526012
2023-03-01,30533573
2023-03-02,30543981
2023-03-03,30555102
2023-03-04,30555102
2023-03-05,30569215
2023-03-06,30581499
2023-03-07,30594297
2023-03-08,30605187
2023-03-09,30615522
